tracking_id,gene_short_name,P5 AT1 Control_A,P5 AT1 Control_B,P5 AT1 Control_C,P5 AT1 Mutant_A, P5 AT1 Mutant_B,P5 AT1 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value
XLOC_022842,Ddx26b,9.4,6.0,11.2,6.2,5.5,10.6,-0.2,0.234560506
XLOC_022843,Slc9a6,18.5,11.7,12.0,8.0,8.3,8.7,-0.7,0.101584031
XLOC_022844,Fhl1,296.5,239.7,177.2,151.3,152.9,188.7,-0.5,0.246251836
XLOC_022845,Brs3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022846,Htatsf1,23.5,15.1,18.1,26.4,18.4,20.7,0.2,0.025530626
XLOC_022847,Vgll1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.771526379
XLOC_022848,Gm14718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022849,Cd40lg,0.0,0.4,0.1,0.1,0.0,0.0,-0.1,0.551038945
XLOC_022850,Gm364,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.769365754
XLOC_022851,Zic3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022852,4930550L24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022853,F9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_022854,Gm715,0.3,0.0,0.1,0.3,0.0,0.1,0.0,0.692403432
XLOC_022855,C230004F18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022856,C030023E24Rik,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_022857,Ldoc1,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.265727904
XLOC_022858,4933402E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_022859,3830417A13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022860,Ctag2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022861,Slitrk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965671249
XLOC_022862,Gm1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022863,Fmr1,23.1,14.8,21.0,18.1,14.0,21.3,-0.1,0.345520765
XLOC_022864,Fmr1nb,0.0,0.0,0.3,0.0,0.1,0.0,-0.1,0.605610012
XLOC_022865,Aff2,0.3,0.7,0.7,0.6,0.2,0.6,-0.1,0.68863842
XLOC_022866,1700020N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022867,1110012L19Rik,9.2,10.4,10.9,12.3,13.2,11.0,0.2,0.175100912
XLOC_022868,Gm14725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022869,Mamld1,2.3,2.6,2.1,2.3,2.3,3.7,0.2,0.48344407
XLOC_022870,Mtm1,5.2,3.9,4.9,2.8,2.9,4.3,-0.4,0.133874073
XLOC_022871,Mtmr1,10.6,6.3,10.0,7.2,5.9,8.6,-0.3,0.167697824
XLOC_022872,Hmgb3,21.2,27.6,25.3,52.6,43.7,45.4,0.9,0.039473715
XLOC_022873,Gpr50,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.478256191
XLOC_022874,Vma21,11.9,7.9,11.7,11.8,8.6,14.7,0.1,0.292825991
XLOC_022875,Gm1141,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.070926283
XLOC_022876,Prrg3,15.5,7.3,16.1,6.2,6.0,11.6,-0.6,0.164653302
XLOC_022877,Fate1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022878,Cnga2,0.4,0.1,0.1,0.0,0.0,0.1,-0.2,0.282086844
XLOC_022879,Magea4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022880,Gabrq,0.5,0.1,0.1,0.2,0.1,0.1,-0.1,0.600965223
XLOC_022881,Nsdhl,6.5,4.9,7.3,8.7,7.8,7.9,0.3,0.129698248
XLOC_022882,Zfp185,10.8,3.6,6.6,8.4,5.8,8.1,0.2,0.588653781
XLOC_022883,Mir2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022884,Pnma3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85853015
XLOC_022885,"DXBay18,Gm14685",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770203454
XLOC_022886,Xlr5b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022887,Xlr3b,1.7,0.2,2.1,2.2,1.2,0.3,-0.1,0.904687609
XLOC_022888,Xlr4b,0.0,0.2,0.3,0.7,0.0,0.2,0.1,0.696904686
XLOC_022889,F8a,4.5,7.1,4.3,6.5,6.0,4.6,0.1,0.616820901
XLOC_022890,Zfp275,6.1,4.4,6.0,4.5,4.8,6.5,0.0,0.787070098
XLOC_022891,Zfp92,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.006977257
XLOC_022892,Bgn,287.5,287.1,274.9,338.3,220.3,192.5,-0.2,0.440203353
XLOC_022893,Atp2b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330608525
XLOC_022894,Dusp9,2.2,1.4,1.8,8.9,7.8,5.9,1.6,0.010625677
XLOC_022895,Slc6a8,31.8,28.2,24.6,17.8,20.9,19.1,-0.5,0.06665342
XLOC_022896,Abcd1,23.1,21.0,23.8,12.3,14.8,16.8,-0.6,0.04140089
XLOC_022897,Plxnb3,0.1,0.3,0.2,0.1,0.1,0.3,-0.1,0.352480464
XLOC_022898,Srpk3,0.4,0.6,0.8,1.6,1.4,1.3,0.6,0.039677177
XLOC_022899,Ssr4,80.8,85.3,83.6,141.7,106.1,111.9,0.5,0.076080816
XLOC_022900,Avpr2,0.0,0.1,0.2,0.3,0.1,0.5,0.2,0.148775128
XLOC_022901,Opn1mw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022902,Tktl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298722049
XLOC_022903,Emd,23.6,30.1,27.9,38.8,29.9,36.9,0.4,0.223651361
XLOC_022904,Rpl10,821.9,852.7,905.5,1377.5,853.0,1031.3,0.3,0.298713996
XLOC_022905,Snora70,0.0,31.2,0.0,88.8,26.9,78.4,4.2,0.197240918
XLOC_022906,Taz,22.2,17.9,19.6,14.3,16.0,17.3,-0.3,0.170789897
XLOC_022907,Atp6ap1,71.5,76.2,81.4,71.7,72.7,75.6,-0.1,0.221330327
XLOC_022908,Gdi1,43.5,40.8,54.4,36.0,35.7,44.8,-0.2,0.013060751
XLOC_022909,Fam50a,17.7,20.7,23.7,25.5,20.0,26.8,0.2,0.323154497
XLOC_022910,Mir7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022911,Plxna3,1.7,1.7,2.8,3.8,2.8,3.7,0.5,0.076803949
XLOC_022912,Ikbkg,8.4,6.0,7.2,8.3,7.7,8.5,0.2,0.236080268
XLOC_022913,Olfr1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022914,Gm6890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022915,Gm5936,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_022916,Dkc1,6.4,7.5,8.7,12.2,10.1,12.6,0.6,0.052155184
XLOC_022917,Fundc2,10.3,10.8,12.0,18.3,12.1,15.7,0.4,0.141873736
XLOC_022918,Brcc3,10.6,8.5,11.5,18.8,11.6,14.7,0.5,0.066084239
XLOC_022919,Vbp1,21.4,20.3,23.8,29.1,23.4,32.4,0.4,0.045295801
XLOC_022920,Gm4937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022921,4930428D18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022922,Mir421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022923,Tbl1x,37.9,24.0,41.1,47.2,29.1,45.6,0.2,0.037189892
XLOC_022924,Gm14744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022925,Gm5938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022926,4930480E11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022927,Fam47c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022928,Tmem47,5.2,6.4,6.4,3.6,3.2,5.1,-0.5,0.082742818
XLOC_022929,Dmd,2.3,1.0,2.1,1.5,1.0,1.7,-0.2,0.3011228
XLOC_022930,1600014K23Rik,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.422649731
XLOC_022931,Tab3,5.3,3.1,4.5,6.0,3.5,5.6,0.2,0.031089273
XLOC_022932,5430427O19Rik,0.3,0.4,0.4,0.1,0.1,0.3,-0.2,0.10646272
XLOC_022933,Samt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022934,Nr0b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022935,4932429P05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022936,Gm44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022937,Mageb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022938,Gm5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022939,Gm5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022940,Gm14781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022941,Gm5941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022942,BC061195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022943,BC061195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022944,Arx,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.422649731
XLOC_022945,Pcyt1b,0.1,0.2,0.2,0.4,0.3,0.4,0.2,0.021349107
XLOC_022946,AU015836,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.314278785
XLOC_022947,Klhl15,3.4,2.3,2.7,2.2,2.1,2.2,-0.3,0.149831872
XLOC_022948,Mir7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022949,"Apoo,Apoo-ps",10.0,10.4,11.4,20.5,12.5,14.6,0.5,0.152097363
XLOC_022950,Gm14827,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.824934189
XLOC_022951,Gspt2,0.7,0.4,0.9,1.3,0.8,1.2,0.3,0.012298343
XLOC_022952,Zxdb,2.6,1.6,2.2,2.0,1.6,2.7,0.0,0.855207177
XLOC_022953,Zc3h12b,0.3,0.3,0.6,0.3,0.4,0.2,-0.1,0.505526027
XLOC_022954,Msn,612.4,376.3,560.9,113.7,136.9,179.8,-1.8,0.025124853
XLOC_022955,"F630028O10Rik,Mir223",0.2,0.5,0.5,0.1,0.4,0.3,-0.1,0.003308971
XLOC_022956,Heph,2.7,4.8,3.8,2.5,2.3,3.3,-0.4,0.277950321
XLOC_022957,Gpr165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839295561
XLOC_022958,Pgr15l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022959,Ar,0.4,0.5,0.6,0.4,0.2,0.3,-0.2,0.245159643
XLOC_022960,Yipf6,24.2,14.6,20.5,16.3,12.8,17.9,-0.3,0.123805616
XLOC_022961,Stard8,4.0,6.9,6.0,4.0,5.0,5.6,-0.2,0.306812865
XLOC_022962,Efnb1,53.7,54.1,47.4,30.7,40.7,33.2,-0.6,0.039750629
XLOC_022963,Tmem28,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.624286494
XLOC_022964,Eda,2.3,1.6,1.6,1.8,1.6,1.9,0.0,0.924181796
XLOC_022965,Mir676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022966,Otud6a,0.0,0.1,0.1,0.0,0.0,0.1,-0.1,0.486007741
XLOC_022967,Igbp1,22.2,23.3,23.7,38.1,24.8,27.6,0.4,0.229964074
XLOC_022968,Dgat2l6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022969,Awat1,0.5,0.1,0.0,0.1,0.0,0.1,-0.2,0.347739958
XLOC_022970,Arr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022971,Kif4,0.8,2.4,2.1,6.0,5.6,6.1,1.4,0.043627671
XLOC_022972,Gdpd2,6.7,1.0,2.7,0.5,0.5,0.7,-1.3,0.152649555
XLOC_022973,Dlg3,12.5,8.3,13.6,13.0,12.9,15.8,0.3,0.215357461
XLOC_022974,Foxo4,18.7,13.8,12.9,10.1,9.2,10.4,-0.6,0.074230363
XLOC_022975,Med12,10.1,8.7,10.3,7.1,7.7,10.5,-0.2,0.294254466
XLOC_022976,Nlgn3,0.4,0.7,0.9,0.8,0.6,0.7,0.1,0.71541855
XLOC_022977,Gjb1,0.2,0.6,1.2,1.5,0.4,1.0,0.3,0.598762531
XLOC_022978,Nono,71.6,84.3,99.0,158.8,125.8,155.0,0.8,0.047887058
XLOC_022979,Itgb1bp2,0.2,0.2,0.1,0.0,0.0,0.1,-0.2,0.110593507
XLOC_022980,Taf1,10.0,7.7,10.6,8.7,6.8,9.9,-0.1,0.041044209
XLOC_022981,Ogt,44.5,24.8,56.7,17.9,20.7,34.2,-0.7,0.128598688
XLOC_022982,Nhsl2,0.9,1.3,1.2,0.8,0.7,0.9,-0.2,0.191934374
XLOC_022983,Pin4,27.3,31.5,37.1,57.0,43.2,40.4,0.5,0.184924897
XLOC_022984,Gm14858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_022985,Dmrtc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022986,Gm5166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022987,Dmrtc1c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022988,1700011M02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022989,1700018G05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022990,Cdx4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022991,Chic1,1.1,0.9,1.2,1.3,0.8,1.2,0.0,0.58046647
XLOC_022992,Tsx,0.1,0.1,0.4,0.2,0.1,0.1,-0.1,0.715804795
XLOC_022993,Tsix,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.395290553
XLOC_022994,Jpx,0.3,0.3,0.4,0.6,0.2,0.9,0.2,0.213171771
XLOC_022995,Gm9159,0.7,0.4,0.5,0.4,0.3,0.4,-0.2,0.074821441
XLOC_022996,Mir374c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_022997,Zcchc13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.422649731
XLOC_022998,Uprt,4.3,5.3,5.8,6.6,5.9,8.3,0.4,0.090857779
XLOC_022999,1700121L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023000,Pbdc1,6.3,7.5,8.4,14.5,9.1,13.5,0.7,0.114744978
XLOC_023001,Magee1,2.1,3.2,3.3,2.0,1.9,1.7,-0.4,0.155717255
XLOC_023002,Cypt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023003,Fgf16,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.111808643
XLOC_023004,Cox7b,43.8,46.9,49.9,94.4,70.0,75.7,0.8,0.047487116
XLOC_023005,Atp7a,9.0,8.8,14.7,6.9,6.2,11.3,-0.4,0.007530432
XLOC_023006,Tlr13,1.2,2.3,1.8,0.8,1.0,1.9,-0.3,0.270361816
XLOC_023007,Pgk1,57.2,55.9,66.4,127.9,101.5,99.4,0.9,0.035218511
XLOC_023008,Mir6382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023009,Gm5127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341809751
XLOC_023010,Lpar4,1.0,0.8,1.3,0.8,0.5,1.0,-0.2,0.020967902
XLOC_023011,P2ry10,0.3,2.7,1.1,0.1,0.7,0.5,-0.6,0.14152519
XLOC_023012,A630033H20Rik,0.8,1.1,1.4,0.4,0.4,0.9,-0.4,0.031220806
XLOC_023013,Gpr174,0.0,0.2,0.1,0.0,0.1,0.1,-0.1,0.321718396
XLOC_023014,4933401B06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023015,Tbx22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_023016,Fam46d,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.422649731
XLOC_023017,2810403D21Rik,0.5,0.6,0.6,1.3,0.6,1.4,0.4,0.172500364
XLOC_023018,5730416F02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023019,Sh3bgrl,69.5,64.4,83.1,91.0,49.4,96.1,0.1,0.787082191
XLOC_023020,Gm6377,1.3,2.9,3.3,0.6,1.4,3.1,-0.5,0.137210368
XLOC_023021,Gm7134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023022,Pou3f4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023023,Cylc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023024,Tex16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023025,4933403O08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_023026,Apool,9.9,11.7,15.2,17.4,12.3,17.7,0.3,0.249452106
XLOC_023027,2010106E10Rik,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.422649731
XLOC_023028,Zfp711,2.5,2.6,3.2,1.7,1.4,2.9,-0.4,0.1222413
XLOC_023029,Dach2,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.392298004
XLOC_023030,Klhl4,0.4,0.9,0.6,0.3,0.2,0.5,-0.3,0.213055724
XLOC_023031,Ube2dnl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023032,Ube2dnl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023033,Cpxcr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023034,H2afb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023035,Gm14920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023036,Tgif2lx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023037,Pabpc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81140586
XLOC_023038,Pcdh11x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342151236
XLOC_023039,3110007F17Rik,2.0,3.6,5.3,2.4,1.1,2.1,-0.7,0.255117385
XLOC_023040,Gm382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023041,4921511C20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023042,4930558G05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023043,Diap2,13.8,9.0,15.3,5.1,4.7,8.1,-1.0,0.02462693
XLOC_023044,Tnmd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023045,Srpx2,2.9,3.1,2.1,3.2,1.7,1.1,-0.3,0.27158817
XLOC_023046,"Cstf2,Mir3112",10.3,10.4,11.8,12.9,11.4,14.5,0.2,0.054673747
XLOC_023047,Arl13a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023048,Tmem35,0.4,0.6,0.7,0.3,0.5,0.4,-0.2,0.181474004
XLOC_023049,Cenpi,0.4,0.9,1.3,2.4,2.5,3.4,1.0,0.012618514
XLOC_023050,Drp2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.285478116
XLOC_023051,Rpl36a,340.5,405.0,408.8,659.3,524.5,544.4,0.6,0.090224143
XLOC_023052,Hnrnph2,45.1,36.9,46.2,44.8,35.8,44.0,0.0,0.140724984
XLOC_023053,Armcx4,6.0,9.2,7.9,5.1,4.8,6.2,-0.4,0.140098627
XLOC_023054,Armcx1,10.7,13.1,13.4,7.1,9.2,9.6,-0.5,0.00392268
XLOC_023055,Armcx3,24.9,23.1,27.3,18.7,17.6,21.0,-0.4,0.000434249
XLOC_023056,Mir7093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023057,Pramel3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023058,Gm5128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_023059,AV320801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023060,"Armcx5,Gprasp1,Mir7646",11.6,10.3,12.9,9.2,7.6,10.8,-0.3,0.02104268
XLOC_023061,Gprasp2,0.8,1.0,1.4,0.8,0.7,1.2,-0.1,0.237635814
XLOC_023062,Bhlhb9,12.4,11.8,14.5,11.4,11.2,13.0,-0.1,0.035782261
XLOC_023063,Arxes2,44.1,33.6,54.7,8.1,12.9,16.5,-1.8,0.025859942
XLOC_023064,Arxes1,4.0,3.6,5.4,1.6,3.2,3.7,-0.5,0.154310443
XLOC_023065,5730412P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023066,Bex4,149.7,88.6,150.0,235.3,251.1,267.7,1.0,0.06069933
XLOC_023067,Mir6383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023068,Tceal7,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.197192652
XLOC_023069,Wbp5,206.8,191.5,247.6,398.3,355.5,388.7,0.8,0.01176519
XLOC_023070,Ngfrap1,68.5,110.2,106.2,130.4,171.0,139.3,0.6,0.052280963
XLOC_023071,Kir3dl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023072,Tceal3,5.4,5.4,3.4,2.9,2.1,1.9,-0.8,0.02796161
XLOC_023073,Tceal1,11.4,12.4,11.1,7.8,7.3,7.0,-0.6,0.008876099
XLOC_023074,BC065397,0.4,0.4,0.8,0.4,0.5,0.7,0.0,0.804205298
XLOC_023075,Plp1,0.8,0.6,1.0,0.4,0.6,1.0,-0.1,0.356141949
XLOC_023076,H2bfm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023077,Zcchc18,0.3,0.5,0.3,0.5,0.8,0.6,0.3,0.039308423
XLOC_023078,Fam199x,7.2,3.4,4.4,4.2,3.2,3.9,-0.3,0.247405972
XLOC_023079,Il1rapl2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_023080,Nrk,2.0,0.8,0.9,1.2,0.6,0.8,-0.2,0.184569573
XLOC_023081,4930513O06Rik,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.422649731
XLOC_023082,Mum1l1,4.3,1.4,1.6,3.2,1.7,2.4,0.1,0.72714459
XLOC_023083,Trap1a,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.604237031
XLOC_023084,D330045A20Rik,0.1,0.0,0.1,0.2,0.2,0.3,0.2,0.06297223
XLOC_023085,Rnf128,2.2,0.9,3.0,40.4,34.5,34.1,3.7,0.007482368
XLOC_023086,Tbc1d8b,12.8,8.1,11.4,8.5,6.8,11.3,-0.3,0.234404166
XLOC_023087,Cldn2,0.2,0.0,0.0,0.7,0.2,0.1,0.3,0.137284373
XLOC_023088,E230019M04Rik,0.2,0.2,0.0,0.0,0.0,0.0,-0.1,0.088463733
XLOC_023089,Mir3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023090,Frmpd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741633665
XLOC_023091,Prps1,12.9,11.7,12.4,16.2,12.5,14.9,0.2,0.086361732
XLOC_023092,Mid2,8.4,7.4,7.7,7.7,4.8,8.5,-0.2,0.47728657
XLOC_023093,Vsig1,0.0,0.0,0.0,6.3,0.4,0.8,1.3,0.214278798
XLOC_023094,Col4a5,161.5,119.0,174.3,72.3,83.7,99.3,-0.8,0.048063781
XLOC_023095,Nxt2,10.4,7.1,8.1,10.6,7.9,11.8,0.2,0.259878416
XLOC_023096,Gm5643,4.2,3.9,5.4,8.2,5.1,9.7,0.6,0.056440034
XLOC_023097,Tmem164,25.9,20.9,35.3,25.8,23.2,31.9,0.0,0.984554162
XLOC_023098,Rgag1,0.2,0.1,0.0,0.1,0.1,0.1,-0.1,0.397580121
XLOC_023099,Pak3,0.6,0.4,0.7,4.5,2.9,5.2,1.7,0.006206825
XLOC_023100,A730046J19Rik,1.3,0.1,0.2,3.1,1.0,1.5,1.0,0.007335894
XLOC_023101,Alg13,4.5,2.2,3.5,4.4,2.8,4.8,0.2,0.234995342
XLOC_023102,Trpc5os,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.337467356
XLOC_023103,Zcchc16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023104,Htr2c,0.0,0.1,0.2,0.0,0.0,0.1,-0.1,0.21390028
XLOC_023105,Snora35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023106,Mir764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023107,Mir1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023108,Mir1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023109,Mir1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023110,Mir448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023111,Gm15085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023112,"Gm15085,Gm15093,Gm15107,Gm15114,Ott",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023113,Gm15127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023114,Luzp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023115,"Gm15093,Ott",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023116,"Gm15085,Gm15093",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023117,"Gm15085,Gm15093",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023118,Gm10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023119,"Gm15091,Gm15097,Gm15127",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_023120,Alas2,1.5,0.9,2.7,1.2,0.3,3.2,-0.2,0.500646788
