Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
CEBPB A549 hg19,34/2860,0.25118080934172,1,0,0,1.126835250058,1.55681557253597,MEG3;ATP6V1A;RTN3;SNAP25;SET;CAB39;STAU2;WBP2;GHITM;HK1;PPP2CA;EPM2AIP1;SYNGR1;OPA1;SPOCK2;IDS;MAP4;ZBTB7A;ATP6V0A1;DST;HSPA4;ANK2;ELOVL6;AP2B1;PGM2L1;NCEH1;SYT11;ETNK1;OGDH;SERINC1;TRIM37;SELT;TSPYL4;CDS2
CTCF GM12878 hg19,49/4238,0.257527673878381,1,0,0,1.09592962789834,1.48676892146547,NCKAP1;AHCYL1;LPGAT1;KCNC1;GHITM;ENO2;ACTB;CX3CL1;PPP2R1A;KIF5A;TIMP2;NEFL;SLC36A1;ANK3;SYP;KCNAB2;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;TMX2;DNAJC5;EEF1A2;TSPYL4;NAPB;RTN3;CAB39;STAU2;WBP2;HSPA4L;PPP2CA;SYNGR1;PSAP;ATP6V0E2;ABCA2;SLC12A5;GOT2;AP2B1;NCEH1;SYT11;NEDD4;RCAN2;VPS41;OGDH;TRIM37;SELT;CDS2
GATA2 G1E-ER4 mm9,16/1261,0.257759383557178,1,0,0,1.20268650097155,1.63051666792011,ATP6V1A;SLC36A1;ABCA2;NAPB;RIAN;CAB39;WBP2;IQSEC3;KCNAB2;DNAJC27;FAM168B;FUT9;KIF5A;EEF1A2;CALR;CDK5R2
POLR2A GM12892 hg19,32/2690,0.258676662221023,1,0,0,1.12757448158001,1.52467960955657,NAPB;RTN3;NDRG3;CAB39;STAU2;STXBP1;PITPNA;ENDOD1;ENO2;EPM2AIP1;MAPK9;FAM168B;DZANK1;PSAP;IDS;YWHAG;ATP6V0A1;BEND6;SLC36A1;CBX6;ATP6AP1;HSPA4;APLP2;MAPK8IP3;NCEH1;SYNJ1;DNAJC5;GNB1;SELT;EIF4G3;VAMP2;NFE2L1
GATA1 erythroblast mm9,24/1971,0.258904425534517,1,0,0,1.1541763148593,1.55963418239164,NCKAP1;TTYH3;SET;NDRG3;CAB39;APLP2;PITPNA;HSPA4L;MAPK8IP2;FAM126B;TTBK2;CIT;CS;PTP4A2;TMX2;SYNJ1;ETNK1;NEDD4;GNB1;TBC1D24;ZBTB7A;VAMP2;ATP6V0A1;GRINA
CTCF GM12867 hg19,20/1619,0.262531592468741,1,0,0,1.17092933734181,1.56598198751244,SLC36A1;NCKAP1;ABCA2;NAPB;LPGAT1;CAB39;HSPA4L;GOT2;GHITM;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;FAM168A;NEDD4;RCAN2;CDS2
CTCF MCF-7 hg19,63/5540,0.263198399678322,1,0,0,1.07789963556727,1.43883126708534,NCKAP1;PYGB;SNAP25;AHCYL1;LPGAT1;KCNC1;PITPNA;ARRB1;GHITM;ACTB;ACTR1B;OPA1;SLC22A17;TIMP2;KIF1B;SLC36A1;SLC6A17;TMOD2;ANK3;SYP;SCAMP1;FAM126B;MAPK8IP3;SRCIN1;DNM1;PTP4A2;SCN8A;DNAJC5;EEF1A2;MADD;VAMP2;NAPB;RTN3;NDRG3;SLC24A3;CAB39;STAU2;HSPA4L;KCNA2;ENDOD1;PURA;MAPK9;SYNGR1;FUT9;PSAP;ATP6V0E2;ZBTB7A;BEND6;ABCA2;SLC12A5;H3F3B;SYT1;GOT2;CADPS;SYT7;NCEH1;NOVA1;NEDD4;RCAN2;OGDH;TRIM37;SELT;CDS2
CTCF G1E mm9,27/2246,0.263696813387371,1,0,0,1.13946647647424,1.51885784472534,NCKAP1;AHCYL1;NDRG3;CAB39;RNF14;WBP2;ZDHHC22;DNAJC27;ACTB;MAPK9;SYNGR1;ACTR1B;SCD2;CEP170B;KIF1B;ATP6V0E2;SLC36A1;ABCA2;CBX6;H3F3B;GOT2;SRCIN1;DNM1;CS;PTP4A2;NCEH1;GRINA
CTCF fibroblast of villous mesenchyme hg19,28/2341,0.267510503493347,1,0,0,1.13371569244723,1.49491348512687,NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;GHITM;CX3CL1;OPA1;SLC22A17;TIMP2;ATP6V0E2;SLC36A1;ABCA2;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;SELT;CDS2
CTCF mammary epithelial cell hg19,30/2522,0.26788172154787,1,0,0,1.12751859466082,1.48517846747367,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;CAB39;STAU2;HSPA4L;GHITM;EPM2AIP1;FAM168A;SLC22A17;TIMP2;NEFL;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYT7;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;SELT;CDS2
ZBTB7A ECC-1 hg19,23/1896,0.27083528241895,1,0,0,1.14983902253684,1.50197084945678,ABCA2;LPGAT1;SLC12A5;CAB39;STXBP1;RAP1GDS1;ATP2A2;SYT13;SRCIN1;ACTB;CX3CL1;CIT;ENAH;DISP2;MAPK9;SYNGR1;MAP1B;SCN8A;VDAC1;TPPP;EIF4G3;ATP6V0A1;GRINA
MYC MCF-7 hg19,57/5003,0.273422249920569,1,0,0,1.0799207679184,1.40037427051182,RAB3C;SNAP25;AHCYL1;PTPRS;PITPNA;OPA1;ENPP5;NSF;ZYG11B;ATP6AP1;TMOD2;ANK2;ANK3;SYP;SCAMP1;FAM126B;MAPK8IP3;SRCIN1;DNM1;ENAH;IMPAD1;MADD;MAPRE2;TSPYL4;VAMP2;ARL8A;SET;SLC24A3;CAB39;RAP1GDS1;ENDOD1;ZDHHC22;DNAJC27;TTBK2;PPP2CA;PURA;FAM168A;FUT9;MAP4;NCDN;ZBTB7A;ATP6V0A1;BEND6;H3F3B;GOT2;NCEH1;ETNK1;NEDD4;GNB1;VPS41;AAK1;TRIM37;ATP13A2;SELT;EIF4G3;NFE2L1;CDS2
ATF2 H1-hESC hg19,23/1906,0.279317571533648,1,0,0,1.14380628894536,1.45881728394576,SNAP25;AHCYL1;CLSTN3;WBP2;GOT2;ANK2;ELOVL6;GHITM;AP2B1;MAPK8IP3;DNAJC27;SYN1;EPM2AIP1;OPA1;DZANK1;MAP1B;OGDH;TRIM37;MAP4;NCDN;SELT;TSPYL4;ATP6V0A1
RAD21 HeLa-S3 hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,SLC36A1;NCKAP1;PYGB;RTN3;SNAP25;LPGAT1;CAB39;HSPA4L;ATP2A2;ELOVL6;SLC2A3;SCAMP1;FAM126B;MAPK8IP3;ACTB;DNM1;TRIM2;ETNK1;PSAP;GNB1;OGDH;TIMP2;SELT;CDS2
KDM1A K562 hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,ABCA2;LPGAT1;CLSTN1;GOT2;ENDOD1;LHFPL4;ELOVL6;SLC2A3;GHITM;SYP;EML2;SYN1;PTP4A2;NCEH1;OPA1;PPP2R1A;NCS1;PSAP;TRIM37;CALR;TSPYL4;YWHAG;ATP6V0A1;BEND6
CTCF B cell hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,HSPA4;GOT2;ENDOD1;FAM126B;DNAJC27;SYN1;DNM1;DNM3;EPM2AIP1;NCEH1;FAM168A;OPA1;PPP2R1A;DZANK1;NEDD4;RCAN2;KIF5A;EEF1A2;PSAP;VPS41;TIMP2;TRIM37;ATP6V0E2;CDS2
POLR2A bone marrow mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,NSF;ATP6V1A;SLC36A1;ZYG11B;AHCYL1;NDRG3;ATP6AP1;WBP2;PITPNA;MAPK8IP2;DNM1;CS;MAPK9;NCEH1;ACTR1B;SYNJ1;OPA1;IMPAD1;GNB1;VPS41;TIMP2;ATP13A2;VAMP2;PFKP
POLR2A spleen mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,ATP6V1A;PYGB;LYNX1;AHCYL1;WBP2;FAM126B;MAPK8IP3;AES;CS;PPP2CA;ACTR1B;SYNJ1;IMPAD1;GNB1;VPS41;AAK1;CDIP1;IDS;KIF1B;NCDN;VAMP2;ARL8A;PFKP;CDS2
MAX CH12.LX mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,SLC36A1;ABCA2;RTN3;ATP6AP1;STXBP1;SYP;SYN1;CS;DISP2;SYNGR1;PEG13;NCEH1;SV2A;DNAJC5;TBC1D24;CDIP1;VDAC1;TRIM37;CALR;NCDN;MAPRE2;VAMP2;YWHAG;GRINA
EP300 MEL cell line mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,ABCA2;AHCYL1;PTPRS;WBP2;STXBP1;HSPA4L;ARRB1;SLC2A3;THY1;ENO2;PGM2L1;CS;DISP2;MAPK9;PKM;NEDD4;IMPAD1;MADD;TBC1D24;CAMTA1;CALR;ENPP5;SPTBN1;ATP6V0A1
CTCF thymus mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,PYGB;NAPB;NDRG3;CAB39;CLSTN3;RNF14;PITPNA;ATP2A2;ELOVL6;MAPK8IP3;TTBK2;FAM168B;CAMK2N2;DNAJC5;MAP1A;OGDH;TIMP2;IDS;SERINC1;TPPP;GATSL2;ENPP5;EIF4G3;BEND6
NFYA GM12878 hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,H3F3B;ATP6AP1;CLSTN3;WBP2;FAM126B;DNAJC27;ACTB;TTBK2;CIT;CS;MECP2;EPM2AIP1;MAPK9;NCEH1;ACTR1B;TMX2;DZANK1;CNTN1;CAMTA1;CALR;NCDN;CDK5R2;NFE2L1;CDS2
NRF1 HepG2 hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,NAPB;RTN3;CBX6;NDRG3;CAB39;WBP2;HSPA4L;SYP;DNM1;TTBK2;PPP2CA;DISP2;ACTR1B;OPA1;PPP2R1A;DNAJC5;TSPAN7;PSAP;TBC1D24;SERINC1;TRIM37;SELT;YWHAG;CDS2
CTCF cardiac fibroblast hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,SLC36A1;NCKAP1;ABCA2;NAPB;LPGAT1;SLC6A17;CAB39;WBP2;HSPA4L;GOT2;GHITM;ANK3;SCAMP1;FAM126B;DNM1;CLIP3;PTP4A2;NCEH1;SLC22A17;NEDD4;TIMP2;TRIM37;ATP6V0E2;CDS2
POLR2A myocyte mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,PYGB;CBX6;SLC6A17;WBP2;STXBP1;APLP2;PITPNA;ARRB1;ENO2;SCAMP1;CX3CL1;SYN1;DNM1;SCAMP5;CS;DNM3;NCEH1;SYNJ1;NEDD4;AAK1;ATP6V0E2;GATSL2;PFKP;ATP6V0A1
UBTF CH12.LX mm9,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,NCKAP1;ABCA2;HSPA4;PITPNA;HSPA4L;CLSTN1;AP2B1;DNAJC27;ACTB;PTP4A2;MAPK9;NCEH1;ETNK1;AAK1;CDIP1;VDAC1;KIF1B;ATP13A2;TPPP;VAMP2;CDK5R2;ARL8A;YWHAG;GRINA
POLR2A NB4 hg19,24/2000,0.282833743592465,1,0,0,1.13744075829384,1.43646942078921,ZYG11B;NAPB;CBX6;AHCYL1;PTPRS;SLC12A5;ATP6AP1;CLSTN3;STXBP1;PITPNA;AP2B1;DNAJC27;TTBK2;EPM2AIP1;FAM168B;SYNJ1;OPA1;VPS41;IDS;VDAC1;TRIM37;TSPYL4;VAMP2;ATP6V0A1
eGFP-NR4A1 K562 hg19,15/1199,0.284640648865363,1,0,0,1.18582230847982,1.49001866737346,AHCYL1;SET;CLSTN3;PITPNA;RAP1GDS1;ELOVL6;ARRB1;SCAMP1;CELSR2;ACTB;DNM1;PTP4A2;GNB1;ATP6V0E2;SELT
CTCF HeLa-S3 hg19,38/3275,0.285817327813972,1,0,0,1.09981549148005,1.37741154586984,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;NDRG3;CAB39;STAU2;WBP2;HSPA4L;GHITM;TTBK2;FAM168A;OPA1;TIMP2;IDS;ZBTB7A;SLC36A1;ABCA2;SLC12A5;SYT1;GOT2;SYP;SCAMP1;FAM126B;MAPK8IP3;SYT7;DNM1;AES;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;MADD;CALR;SELT;CDS2
JUND MEL cell line mm9,4/257,0.287635910658405,1,0,0,1.47527984214506,1.83828690168773,STAU2;ARRB1;SYP;VAMP2
TAL1 MEL cell line mm9,27/2290,0.298460931892188,1,0,0,1.11757279745028,1.35127541447493,NCKAP1;AHCYL1;PTPRS;NLGN2;CLSTN3;WBP2;ARRB1;THY1;LARP1;SCD2;CAMTA1;ZBTB7A;ATP6V0A1;APLP2;PGM2L1;CIT;CS;DISP2;PKM;SYT11;NEDD4;GNB1;TBC1D24;SERINC1;CALR;VAMP2;PFKP
JUN CH12.LX mm9,20/1659,0.299210709228509,1,0,0,1.14269716525401,1.37878667346152,CYFIP2;NCKAP1;PTPRS;CLSTN3;GOT2;AP2B1;SYN1;RNF157;PPP2CA;ACTR1B;SYNJ1;PPP2R1A;SYT11;CDIP1;CAMTA1;MAP4;NCDN;GATSL2;VAMP2;ATP6V0A1
FOS HeLa-S3 hg19,11/860,0.29959164418741,1,0,0,1.21238840515816,1.46133407845859,H3F3B;ATP6AP1;WBP2;OGDH;CAMTA1;KIF1B;CALR;NCDN;KCNAB2;NFE2L1;TTBK2
CEBPD K562 hg19,9/691,0.307172661856308,1,0,0,1.23455943374874,1.45720639188973,H3F3B;OGDH;ATP2A2;ELOVL6;SLC2A3;MAP4;ZBTB7A;DNAJC27;ACTB
ZC3H11A MEL cell line mm9,10/779,0.308246942949818,1,0,0,1.21677445260359,1.43196594786681,MEG3;SLC36A1;MAPK9;AHCYL1;CDIP1;ENPP5;DNAJC27;EML2;SCN2B;HK1
CEBPZ HepG2 hg19,11/867,0.308652233179505,1,0,0,1.20259980211767,1.41370428545392,EPM2AIP1;ZYG11B;H3F3B;TMX2;PPP2R1A;WBP2;OGDH;CAMTA1;KCNAB2;NFE2L1;TTBK2
TAL1 megakaryocyte mm9,11/869,0.311254003931486,1,0,0,1.19983202351671,1.4003791076238,NCKAP1;CLSTN3;SPOCK2;PSAP;TBC1D24;ARRB1;ATP13A2;ZBTB7A;INA;YWHAG;AES
CTCF CH12.LX mm9,43/3777,0.314575691005708,1,0,0,1.07911818477264,1.24803315948432,LPGAT1;PTPRS;NDRG3;CAB39;RNF14;WBP2;STXBP1;ENDOD1;ATP2A2;CD99L2;ARRB1;DNAJC27;MAPK9;SYNGR1;PEG13;ACTR1B;TRIM2;KIF5A;SCD2;TIMP2;CEP170B;KIF1B;MAP4;ATP6V0E2;BEND6;SLC36A1;ABCA2;CBX6;H3F3B;GOT2;ELOVL6;ANK3;SRCIN1;EML2;DNM1;CS;DISP2;NCEH1;PKM;DNAJC5;ATP13A2;CDS2;GRINA
YY1 K562 hg19,29/2496,0.317739164886856,1,0,0,1.10128812735448,1.26265378541413,CYFIP2;NAPB;SNAP25;AHCYL1;NDRG3;STAU2;ENDOD1;GHITM;MECP2;PURB;EPM2AIP1;PURA;OPA1;NCDN;ATP6V0A1;BEND6;SLC36A1;ATP6AP1;HSPA4;SYP;AP2B1;MAPK8IP3;TMX2;SCN8A;VPS41;SELT;EIF4G3;VAMP2;CDS2
YY1 SK-N-SH hg19,33/2871,0.32461602623683,1,0,0,1.08950264204391,1.22581277208325,NAPB;LPGAT1;STAU2;ENDOD1;DNAJC27;MECP2;PURB;EPM2AIP1;ACTR1B;PPP2R1A;SLC22A17;NEFL;YWHAG;ATP6V0A1;SLC36A1;ATP6AP1;HSPA4;GOT2;LHFPL4;SYP;DNM1;CLIP3;TMX2;MAP1B;ETNK1;SCN8A;GNB1;VPS41;SELT;EIF4G3;VAMP2;NFE2L1;SCN2B
CTCF A549 hg19,59/5283,0.328659230178867,1,0,0,1.05856843869229,1.17790492319581,CYFIP2;NCKAP1;PYGB;AHCYL1;LPGAT1;KCNC1;GHITM;ACTB;ACTR1B;KIF5A;TIMP2;NEFL;IDS;KIF1B;YWHAG;SLC36A1;SLC6A17;ANK3;SCAMP1;FAM126B;MAPK8IP3;SRCIN1;SYN1;DNM1;PTP4A2;SCN8A;EEF1A2;MADD;TBC1D24;NAPB;SLC24A3;CAB39;STAU2;WBP2;HSPA4L;KCNA2;ENDOD1;DNAJC27;PURA;SYNGR1;PSAP;ATP6V0E2;SPTBN1;BEND6;ABCA2;SLC12A5;H3F3B;GOT2;SYT7;NCEH1;NOVA1;ETNK1;NEDD4;RCAN2;AAK1;SERINC1;TRIM37;NFE2L1;CDS2
EP300 H1-hESC hg19,30/2611,0.336512808120556,1,0,0,1.08908536795657,1.18614364076482,NCKAP1;CNTNAP2;AHCYL1;HSPA4L;ENDOD1;ABAT;DNAJC27;TTBK2;PPP2CA;FAM168A;OPA1;KIF5A;YWHAG;ATP6V0A1;SLC36A1;H3F3B;KCNAB2;SCAMP1;FAM126B;SYN1;CIT;DISP2;PTP4A2;ETNK1;MADD;OGDH;AAK1;ATP6V1B2;VDAC1;CDS2
CTCF GM12870 hg19,18/1518,0.337745147708221,1,0,0,1.12395331847217,1.22001049258826,SLC36A1;NCKAP1;ABCA2;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;GOT2;MAPK8IP3;ACTB;SYN1;DNM1;NCEH1;NEDD4;RCAN2;TIMP2;CDS2
YY1 ECC-1 hg19,21/1791,0.338565809483913,1,0,0,1.11140219263775,1.20368946367685,NAPB;CAB39;HSPA4;GOT2;ENDOD1;GHITM;CS;MECP2;PURB;EPM2AIP1;ACTR1B;TMX2;OPA1;ETNK1;NEDD4;IMPAD1;GNB1;VPS41;SERINC1;ATP6V0A1;CDS2
HDAC2 K562 hg19,30/2623,0.34616149906711,1,0,0,1.08410289581952,1.15007039713965,RAB3C;LPGAT1;HSPA4L;ARRB1;DNAJC27;NCS1;KIF5A;NCDN;SPTBN1;YWHAG;BEND6;ABCA2;ATP6AP1;IQSEC3;KCNAB2;FAM126B;SRCIN1;EML2;DNM1;CIT;CS;DISP2;PTP4A2;SYT11;NEDD4;DNAJC5;EEF1A2;GNB1;OGDH;CALR
POLR2AphosphoS5 neural cell hg19,20/1709,0.347226507033486,1,0,0,1.10926541670942,1.17335650289386,PYGB;CNTNAP2;ATP6AP1;SYP;DNAJC27;TTBK2;CIT;DZANK1;NOVA1;SCN8A;MAP1A;VPS41;TBC1D24;CNTN1;ATP6V1B2;CALR;TPPP;ZBTB7A;RAB6B;ARL8A
JUND GM12878 hg19,10/809,0.349929025354874,1,0,0,1.17165302667268,1.23026488703816,PTP4A2;PTPRS;PITPNA;MADD;CAMTA1;SYP;AP2B1;KCNAB2;SYN1;YWHAG
IRF3 HeLa-S3 hg19,21/1809,0.355780508973866,1,0,0,1.1003434643528,1.13714036495259,H3F3B;ATP6AP1;KCNAB2;FAM126B;DNAJC27;ACTB;TTBK2;CIT;CS;MECP2;EPM2AIP1;ACTR1B;TMX2;PPP2R1A;OGDH;CAMTA1;KIF1B;CALR;NCDN;EIF4G3;NFE2L1
ETS1 MEL cell line mm9,22/1902,0.357283370505231,1,0,0,1.09637647574765,1.12841923727778,PTPRS;WBP2;STXBP1;CD99L2;ARRB1;SLC2A3;ACTB;PGM2L1;PPP2CA;DISP2;MAPK9;LARP1;PKM;CAMK2N2;NEDD4;TBC1D24;CALR;ZBTB7A;ENPP5;SPTBN1;ARL8A;ATP6V0A1
NFE2 K562 hg19,4/287,0.359061921238569,1,0,0,1.3210694056839,1.35311910802527,SLC36A1;GHITM;ATP6V0A1;BEND6
CTCF astrocyte hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,SLC36A1;NCKAP1;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;GOT2;GHITM;SCAMP1;MAPK8IP3;DNM1;PTP4A2;NCEH1;OPA1;PPP2R1A;NEDD4;RCAN2;MADD;ATP6V0E2;SELT;CDS2
NRF1 K562 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,NAPB;RTN3;CBX6;CAB39;STAU2;HSPA4;HSPA4L;SCAMP1;PPP2CA;DISP2;DNM3;PTP4A2;FAM168B;OPA1;PPP2R1A;DNAJC5;PSAP;TBC1D24;IDS;VDAC1;TRIM37;SELT;CDS2
POLR2A small intestine mm9,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ATP6V1A;PYGB;SET;H3F3B;GOT2;ATP2A2;LARP4B;CS;NCEH1;ACTR1B;FAM168A;PPP2R1A;IMPAD1;GNB1;CDIP1;IDS;KIF1B;GATSL2;VAMP2;ARL8A;PFKP;CDS2;GRINA
CTCF spleen hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ZYG11B;RTN3;NDRG3;WBP2;ANK3;FAM126B;PPP2CA;PTP4A2;MAPK9;NCEH1;SYNJ1;OPA1;ETNK1;NEDD4;IMPAD1;EEF1A2;PSAP;VPS41;MAP4;ZBTB7A;TSPYL4;VAMP2;ARL8A
CREBBP K562 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ZYG11B;SLC12A5;CLSTN3;STXBP1;KCNA2;EML2;ENAH;EPM2AIP1;FAM168A;OPA1;PPP2R1A;NCS1;KIF5A;MADD;PSAP;ATP6V1B2;IDS;MAP4;CALR;NCDN;MAPRE2;SCN1A;SCN2B
EZH2 T-cell acute lymphoblastic leukemia hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ABCA2;DST;HSPA4;TMOD2;ANK2;ELOVL6;SYP;AP2B1;FAM126B;MAPK8IP3;EML2;TTBK2;CIT;DZANK1;SV2A;TRIM2;NEDD4;OGDH;AAK1;ATP6V1B2;IDS;CALR;EIF4G3
RFX5 HeLa-S3 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ABCA2;SNAP25;AHCYL1;SET;ATP6AP1;STXBP1;PITPNA;GOT2;SLC2A3;AP2B1;ACTB;EPM2AIP1;MAPK9;DZANK1;SYT11;NACC2;GNB1;CALR;SELT;EIF4G3;VAMP2;ARL8A;CDS2
CTCF fibroblast of dermis hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,SLC36A1;NCKAP1;NAPB;LPGAT1;H3F3B;KCNC1;CAB39;HSPA4L;GOT2;GHITM;SCAMP1;FAM126B;PTP4A2;NCEH1;OPA1;SLC22A17;SYT11;NEDD4;RCAN2;NEFL;TRIM37;ATP6V0E2;CDS2
RBBP5 H1-hESC hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,NAPB;AHCYL1;HSPA4L;CLSTN1;ABAT;SYP;FAM126B;MAPK8IP3;SYN1;TTBK2;CIT;SEPT3;CS;FAM168B;PPP2R1A;DZANK1;FUT9;CAMK2N2;NEDD4;MAP1A;TIMP2;KIF1B;YWHAG
CHD2 HeLa-S3 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,SLC36A1;PYGB;NAPB;SNAP25;ATP6AP1;STAU2;STXBP1;APLP2;PITPNA;ARRB1;SLC2A3;AES;ENAH;PURB;DISP2;DZANK1;CAMK2N2;GNB1;VPS41;TIMP2;EIF4G3;ARL8A;CDS2
E2F4 K562 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,CBX6;AHCYL1;STXBP1;CD99L2;ARRB1;GHITM;SYP;MAPK8IP3;DNAJC27;PGM2L1;DNM1;TTBK2;CIT;PURA;FAM168B;NEDD4;PSAP;GNB1;AAK1;SERINC1;ATP13A2;NFE2L1;CDS2
CTBP2 H1-hESC hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,CNTNAP2;STXBP1;CADPS;ENDOD1;ELOVL6;ARRB1;SYP;SCAMP1;FAM126B;SCAMP5;CS;FAM168A;SYNJ1;OPA1;DZANK1;FUT9;TRIM2;KIF5A;AAK1;TRIM37;ATP13A2;NCDN;RAB6B
YY1 GM12878 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,CYFIP2;SLC36A1;NAPB;SNAP25;HSPA4;PITPNA;TMOD2;GOT2;ELOVL6;SYP;AP2B1;DNAJC27;SCAMP5;CS;EPM2AIP1;OPA1;ETNK1;GNB1;ATP13A2;ARL8A;NFE2L1;ATP6V0A1;BEND6
CEBPB IMR-90 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,MEG3;AHCYL1;WBP2;ANK2;ELOVL6;AP2B1;HK1;PPP2CA;ACTR1B;SYNJ1;OPA1;SYT11;ETNK1;SCN8A;SPOCK2;OGDH;IDS;SERINC1;MAP4;SELT;TSPYL4;ATP6V0A1;CDS2
EZH2 GM12878 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ATP6V1A;NAPB;LYNX1;H3F3B;SLC2A3;ANK3;AP2B1;SYT13;FAM126B;ACTB;DNM3;DZANK1;SV2A;SYT11;MAP1B;RCAN2;NEFL;CAMTA1;TRIM37;ATP6V0E2;SELT;INA;GRINA
SMARCC1 HeLa-S3 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,SLC36A1;ABCA2;RTN3;AHCYL1;HSPA4;CLSTN1;GOT2;RAP1GDS1;ENO2;SCAMP1;DNAJC27;PGM2L1;PPP2CA;EPM2AIP1;NCEH1;FAM168A;SYNJ1;ETNK1;MADD;ATP6V1B2;VDAC1;SELT;BEND6
RAD21 IMR-90 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,MEG3;SLC36A1;ABCA2;NAPB;AHCYL1;LPGAT1;HSPA4L;GOT2;ENDOD1;SYP;MAPK8IP3;SYN1;DNM1;CLIP3;PTP4A2;SLC22A17;SCN8A;NACC2;RCAN2;TIMP2;ATP13A2;ZBTB7A;CDS2
USF1 C2C12 mm9,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ATP6V1A;SLC36A1;CBX6;SET;PTPRS;WBP2;GOT2;SYT13;HSPA12A;FAM168B;LARP1;NCEH1;SYNJ1;PSAP;VPS41;TBC1D24;CDIP1;VDAC1;TRIM37;CALR;MAPRE2;ARL8A;YWHAG
CTCF lung mm9,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ABCA2;H3F3B;CAB39;RNF14;WBP2;ARRB1;SYT7;DNM1;DISP2;PTP4A2;MAPK9;SYNGR1;PEG13;ACTR1B;ATCAY;PKM;TMX2;TRIM2;SCN8A;RCAN2;TIMP2;KIF1B;YWHAG
POLR2A kidney mm9,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,ZYG11B;NAPB;AHCYL1;H3F3B;WBP2;APLP2;PITPNA;ATP2A2;ARRB1;ACTB;CS;NCEH1;ACTR1B;TMX2;ETNK1;IMPAD1;CDIP1;KIF1B;GATSL2;EIF4G3;ARL8A;PFKP;GRINA
E2F1 HeLa-S3 hg19,23/2000,0.363248303339729,1,0,0,1.09004739336493,1.10385681935476,RTN3;STXBP1;HSPA4L;ATP2A2;CD99L2;ENO2;SRCIN1;CS;PURB;EPM2AIP1;PTP4A2;MAPK9;FAM168B;ACTR1B;FAM168A;CAMK2N2;NEDD4;NACC2;NCS1;VPS41;AAK1;TRIM37;BEND6
