"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mif",8.53668924061866e-107,-40.362073590496,0.653,0.783,2.39010225358841e-102
"Dnmt1",1.30520786310668e-106,-2.49504591790498,0.082,0.238,3.65432097512608e-102
"Top1",1.34164806162629e-106,-9.57320993040917,0.687,0.815,3.75634624294129e-102
"Gpr89",1.39528622457738e-106,-0.6628107028615,0.063,0.217,3.90652237157175e-102
"Fam103a1",1.51494611639352e-106,-6.37268828182959,0.493,0.65,4.24154613667858e-102
"Mbnl3",1.95317914737353e-106,-0.571209047550645,0.023,0.143,5.4685109768164e-102
"Hnrnpm",2.19051584902387e-106,-4.53183334225691,0.433,0.624,6.13300627409703e-102
"Rps19bp1",2.48293856174407e-106,-3.54974237036136,0.253,0.43,6.95173138517104e-102
"Fkbp3",2.52347549484248e-106,-18.9334209175264,0.403,0.561,7.06522669045997e-102
"Mak16",2.63216524149481e-106,-1.70417490144426,0.124,0.301,7.36953624313718e-102
"Pcolce",3.42996184262757e-106,-21.6114729696893,0.293,0.512,9.60320716698868e-102
"G3bp1",3.73065242197164e-106,-8.17097682249511,0.415,0.592,1.04450806510362e-101
"Uqcc2",4.61584472458511e-106,-32.6682822064299,0.621,0.747,1.29234420598934e-101
"Ctbp1",4.61757470638454e-106,-4.92358995093353,0.502,0.695,1.29282856629354e-101
"Kpna4",6.11795587502471e-106,-1.28656439122443,0.161,0.348,1.71290528588942e-101
"Mrpl55",7.07956282774418e-106,-12.7889658054916,0.298,0.486,1.98213600051182e-101
"Wwtr1",7.76663581613484e-106,-1.53831117856014,0.299,0.518,2.17450269580143e-101
"Foxp2",1.00910736793423e-105,-2.48356480879485,0.141,0.312,2.82529880874225e-101
"Cnbp",1.09423015482708e-105,-19.9964802574207,0.766,0.877,3.06362558748485e-101
"Cib1",1.09614478331836e-105,5.79940798298381,0.332,0.512,3.06898616433475e-101
"Ide",1.35983695403417e-105,-1.21036838966024,0.137,0.318,3.80727150390486e-101
"Park7",1.54257902915783e-105,-21.6011035954576,0.768,0.85,4.31891276583609e-101
"Arid1a",1.84022669498287e-105,-7.01716801838231,0.334,0.518,5.15226670061304e-101
"Wasl",1.84745674103553e-105,-2.88259435976703,0.335,0.524,5.17250938355127e-101
"Anapc16",2.49735353844917e-105,-2.4431324268937,0.326,0.518,6.99209043694997e-101
"Hook1",2.64469446454207e-105,-0.763384833078199,0.057,0.201,7.40461556182488e-101
"Il17re",2.6504242396569e-105,-1.13566811106903,0.103,0.276,7.42065778619139e-101
"Pcbp1",3.17471690868345e-105,-21.525436219541,0.61,0.751,8.88857240093193e-101
"Aftph",3.33842334601899e-105,-0.920240122088453,0.116,0.287,9.34691768418398e-101
"BC003965",3.62421584974321e-105,-1.57612797429239,0.242,0.426,1.0147079536111e-100
"Dhx36",3.74095772402152e-105,-1.00401179893848,0.17,0.359,1.04739334357155e-100
"Htatsf1",3.87423649594009e-105,-1.29168232754208,0.156,0.343,1.08470873413331e-100
"Zfand6",4.30585506191912e-105,-5.86721906194786,0.446,0.605,1.20555330023611e-100
"Szrd1",4.6044063698317e-105,-2.85033113355198,0.275,0.452,1.28914169542548e-100
"Abca3",5.31592219357752e-105,13.0899624714746,0.411,0.301,1.48835189575784e-100
"R3hdm4",5.76253481429041e-105,-2.87908591134276,0.457,0.608,1.61339449730503e-100
"Asxl2",6.12634371481393e-105,-1.91081653832845,0.193,0.377,1.71525371327361e-100
"Vangl1",6.25061694913105e-105,-1.42546606952118,0.058,0.208,1.75004773341771e-100
"1700037H04Rik",6.33386973564672e-105,-0.929837266987661,0.067,0.217,1.77335684858637e-100
"Pdlim5",7.39072643803304e-105,-1.45130258693878,0.137,0.319,2.06925558812049e-100
"Stub1",8.26226631994807e-105,-9.4315818081622,0.529,0.684,2.31326932425906e-100
"Rnf111",8.84584915155944e-105,-0.767890046958521,0.093,0.261,2.47666084545361e-100
"Bbip1",1.1792217835852e-104,-2.01655459308363,0.285,0.479,3.30158514968185e-100
"Txnl4a",1.18821995128214e-104,-3.23767804163823,0.264,0.449,3.32677821959974e-100
"Tpp2",1.21492382127582e-104,-1.10176765291978,0.173,0.357,3.40154371480804e-100
"Zcrb1",1.58168160722244e-104,-8.55278377440509,0.541,0.709,4.42839216390139e-100
"Ddx5",1.69399808264866e-104,-16.6221429941537,0.911,0.962,4.7428558317997e-100
"Tlk1",2.01483607216493e-104,-0.794750176156803,0.133,0.314,5.64113803484737e-100
"Atp6v1g1",2.29242288436991e-104,-21.9849745399871,0.86,0.924,6.41832559165887e-100
"Lyrm2",2.49974372403361e-104,-1.62860877946344,0.227,0.417,6.99878247854931e-100
"Mgat4a",3.5776145773956e-104,-0.89695141625923,0.027,0.151,1.00166052937922e-99
"Arl6ip5",3.83206818822634e-104,-3.83396993729335,0.388,0.548,1.07290245133961e-99
"Ap1ar",3.89562563198494e-104,-1.81736433051449,0.179,0.357,1.09069726444314e-99
"Nup50",8.98486863728551e-104,-0.86830615283914,0.082,0.241,2.5155835210672e-99
"Acbd3",1.1067506742444e-103,-1.71311916126418,0.137,0.32,3.09868053774946e-99
"Ppfia1",1.70560171125199e-103,-0.800636185209786,0.11,0.28,4.77534367116333e-99
"Cisd2",2.17923503850653e-103,-17.9184208207608,0.406,0.57,6.10142226081059e-99
"Rnf19a",2.29119719303423e-103,-0.942727979597032,0.121,0.293,6.41489390105724e-99
"Tjp2",2.47901936362078e-103,-2.37634763380982,0.263,0.458,6.94075841426546e-99
"Atp5h",2.71869540763898e-103,-85.0627720932125,0.936,0.973,7.61180340230762e-99
"Nubp1",2.82088561346123e-103,-1.82411492483186,0.193,0.378,7.89791554056875e-99
"Rpl37",3.04414742260598e-103,-371.938446307893,0.997,1,8.52300395381222e-99
"Kmt2c",3.15261566556401e-103,-0.976722890606138,0.167,0.347,8.82669334044611e-99
"Mtus1",3.88862606293272e-103,-0.662030584700797,0.228,0.43,1.0887375250999e-98
"Hmgn3",4.39904869049375e-103,-1.12505504993641,0.215,0.416,1.23164565236444e-98
"Xrn1",4.95757867307151e-103,-0.941902235540374,0.141,0.319,1.38802287688656e-98
"Kif1b",5.46690599223561e-103,-0.980215904678897,0.234,0.43,1.53062433970613e-98
"Man2a1",5.92429299013273e-103,-0.803671758899851,0.117,0.291,1.65868355137736e-98
"Hjurp",6.05304192605334e-103,-3.55587531244247,0.086,0.249,1.69473067845641e-98
"Fam76b",6.67973644190078e-103,-0.822329157275254,0.122,0.295,1.87019260900338e-98
"Zfx",6.77974680257172e-103,-0.740872475538767,0.086,0.247,1.89819350978403e-98
"Fxr1",7.03099051625816e-103,-1.28465771179213,0.21,0.397,1.96853672474196e-98
"Usmg5",8.04534933446879e-103,-40.5233948597129,0.846,0.907,2.25253690666457e-98
"Arcn1",1.03248978801765e-102,-2.58982320255931,0.272,0.469,2.89076490849182e-98
"Acadl",1.16258261581346e-102,-14.9278801331279,0.369,0.527,3.25499880775452e-98
"Gstt1",1.48164149503472e-102,1.50606390597988,0.357,0.166,4.14829985779821e-98
"Glrx2",1.51679561407267e-102,-2.28339865945261,0.309,0.499,4.24672436028066e-98
"Magi1",1.54383495176728e-102,-4.89270848367422,0.108,0.273,4.32242909795804e-98
"Gabpb2",1.63059388738939e-102,-0.885053038457407,0.102,0.264,4.56533676591281e-98
"Ghitm",2.34886641856428e-102,-3.8792891003206,0.352,0.525,6.57635619869626e-98
"Igfbp6",2.41935284841204e-102,29.5377410227089,0.159,0.031,6.77370410498404e-98
"Malsu1",2.5313683239922e-102,-2.89568539311717,0.213,0.391,7.08732503351336e-98
"Slc35f5",2.92366853544364e-102,-5.00961822632284,0.143,0.31,8.1856871655351e-98
"Klc3",3.64899705373765e-102,-1.16972563044496,0.093,0.252,1.02164619510547e-97
"Ddx27",4.33145816123487e-102,-1.13705409074656,0.11,0.276,1.21272165598254e-97
"Zfp280d",4.65215080164137e-102,-0.970339996654878,0.144,0.322,1.30250918144355e-97
"Cd74",5.41381380389285e-102,252.500439729563,0.53,0.339,1.51575958881392e-97
"Pdlim7",5.92170848728171e-102,0.915597430292769,0.238,0.449,1.65795994226913e-97
"Sdcbp",6.05474123004873e-102,-6.03654189846557,0.555,0.704,1.69520644958904e-97
"Ywhah",7.08213015923863e-102,-17.7801846128291,0.546,0.718,1.98285480198363e-97
"Hnrnpr",7.89555123070811e-102,-2.99515902458347,0.44,0.626,2.21059643357366e-97
"Luc7l",8.10009381473977e-102,-1.31974455996688,0.163,0.341,2.26786426625084e-97
"Skp1a",9.05334477900445e-102,-14.0085668981937,0.501,0.667,2.53475547122567e-97
"Cdc26",9.52002850702907e-102,-6.53621385028117,0.405,0.596,2.665417581398e-97
"Cdcp1",9.53451647265055e-102,-0.885820795333867,0.072,0.223,2.6694739220127e-97
"Tfdp2",9.62603815873607e-102,-1.37769794399621,0.182,0.379,2.69509816368293e-97
"Morf4l2",1.00994158614007e-101,-15.7328069173506,0.605,0.787,2.82763445287496e-97
"Pum2",1.54121515961149e-101,-1.77771851132951,0.304,0.489,4.31509420388025e-97
"Ninj1",1.8222625264885e-101,-2.74747771798456,0.221,0.41,5.1019706216625e-97
"Mapk1",1.98545624523841e-101,-2.29966102933526,0.321,0.512,5.55888039541849e-97
"Dot1l",2.09686283891431e-101,-1.13134261664493,0.139,0.31,5.87079657639229e-97
"Prkx",2.33353144550747e-101,-0.648444633834768,0.089,0.251,6.53342134113183e-97
"Mga",2.40421512703773e-101,-1.23810744120047,0.195,0.38,6.73132151268024e-97
"Mbnl2",3.14541027763988e-101,-8.95418060227557,0.496,0.687,8.80651969533614e-97
"Dctn3",3.34562955632971e-101,-11.8910121024593,0.484,0.641,9.36709363181192e-97
"Trim44",3.66454120411955e-101,-1.46036141969678,0.195,0.387,1.02599824632939e-96
"Rab6a",4.28683066712546e-101,-2.37985834652553,0.414,0.619,1.20022685018179e-96
"Slirp",5.49787130059694e-101,-20.0589286168258,0.536,0.694,1.53929400674113e-96
"Fam174b",6.54333311458792e-101,-1.26383486348057,0.214,0.407,1.83200240542233e-96
"Phf20l1",7.36168820615049e-101,-1.49105372684503,0.242,0.44,2.06112546395801e-96
"Cox6c",8.18795555629039e-101,-155.568829862458,0.977,0.993,2.29246379665018e-96
"Etl4",8.36496290966864e-101,-2.6850471744512,0.149,0.33,2.34202231544903e-96
"Dhx32",9.15210611286079e-101,-1.83860581967335,0.109,0.272,2.56240666947876e-96
"Glrx5",1.00685832286702e-100,-7.11864845540756,0.48,0.637,2.81900193236309e-96
"Zfp703",1.08504850056356e-100,-1.65039666283066,0.128,0.303,3.03791879187785e-96
"Smg6",1.08932540317828e-100,-1.2006132922886,0.141,0.314,3.04989326381856e-96
"Bri3",1.09721369026529e-100,-31.3358376502394,0.851,0.916,3.07197889000476e-96
"Cul5",1.09825873953083e-100,-1.17006497600073,0.162,0.346,3.07490481893841e-96
"Ly6g6e",1.12636856275049e-100,-0.424232155763966,0.009,0.107,3.15360670198883e-96
"Itch",1.18763640944899e-100,-1.15424406025173,0.211,0.402,3.32514441917529e-96
"Slmap",1.20843455384225e-100,-1.06350081865183,0.193,0.391,3.38337506384754e-96
"Fosl2",1.3671063998926e-100,-1.86256007264855,0.143,0.321,3.82762449841929e-96
"Tcf12",1.44085574136555e-100,8.73338744042783,0.24,0.437,4.03410790467527e-96
"Paqr8",1.50966004334753e-100,-0.698834914396674,0.06,0.205,4.22674618936442e-96
"Uhrf2",1.69492484278672e-100,-2.51863805039801,0.244,0.429,4.74545057483426e-96
"Scoc",1.98242782215956e-100,-3.23297929756377,0.264,0.458,5.55040141648233e-96
"Ivns1abp",2.49323370616548e-100,-4.48437810995427,0.225,0.408,6.98055573052211e-96
"Zfp568",2.53517044386604e-100,-0.548991171633783,0.03,0.152,7.09797020873614e-96
"Ndufs4",4.16574748975695e-100,-28.1873081650999,0.565,0.717,1.16632598218215e-95
"Sdhc",4.44412051229633e-100,-6.59645552889375,0.41,0.59,1.24426486103273e-95
"Pak3",5.0329654417345e-100,-0.580649490512289,0.015,0.122,1.40912966437683e-95
"Smchd1",6.83801536046083e-100,-2.51621096102723,0.193,0.371,1.91450754062182e-95
"Cdipt",8.0415605344819e-100,-1.69275857646571,0.342,0.541,2.25147611844424e-95
"Impad1",8.55681988827058e-100,-4.44896569697525,0.232,0.42,2.395738432318e-95
"Oxr1",9.43141375007021e-100,-1.95266448556466,0.174,0.356,2.64060722174466e-95
"Ankib1",1.26366014563484e-99,-0.574826888313812,0.073,0.226,3.53799567574843e-95
"Plcb1",1.34672332961958e-99,-1.55218832082611,0.074,0.23,3.7705559782689e-95
"Timm17a",1.52489481396586e-99,-12.8789664993636,0.443,0.602,4.26940050014162e-95
"Cxcl15",1.96593084627108e-99,-46.5705104498687,0.476,0.43,5.50421318338977e-95
"Rfwd2",1.97695879873092e-99,-0.983834085474265,0.187,0.37,5.53508924468683e-95
"Tinagl1",2.00291482155904e-99,-7.25543572829966,0.293,0.499,5.607760917401e-95
"Sp3",2.46315729476864e-99,-0.864774635922231,0.181,0.365,6.89634779389324e-95
"BC029214",2.62305763259349e-99,-1.91859669162852,0.227,0.4,7.34403675973526e-95
"Sbf2",2.69766372901455e-99,-1.02269591252836,0.182,0.37,7.55291890849494e-95
"Tsn",3.0317257518609e-99,-7.88382303254862,0.493,0.658,8.48822576006014e-95
"Smim1",3.13634707524168e-99,-2.63236513529355,0.176,0.348,8.78114454126166e-95
"Slc38a1",3.35706601894887e-99,-0.698547845332735,0.043,0.179,9.39911343985306e-95
"Ppp2r2a",3.37939638234062e-99,-2.35018853799812,0.275,0.457,9.46163399127728e-95
"Gtf3c6",3.6458947119691e-99,-11.6755128489417,0.19,0.371,1.02077760145711e-94
"Erbb2",3.89285979530026e-99,-1.24036724991764,0.091,0.244,1.08992288548817e-94
"Tdg",4.86171668585396e-99,-1.27202808250472,0.175,0.352,1.36118343770539e-94
"Mettl7a1",4.96804782002209e-99,27.398179025931,0.431,0.238,1.39095402864979e-94
"Plagl2",5.17414095080121e-99,-0.947842063386718,0.073,0.222,1.44865598340532e-94
"Rexo1",5.43620522716849e-99,-0.774897822783099,0.147,0.324,1.52202873950263e-94
"Jak1",5.45453005212655e-99,-1.03250015807113,0.264,0.468,1.52715932399439e-94
"Cyb5r4",6.3652240464726e-99,-1.02810312514868,0.192,0.374,1.7821354285314e-94
"2810417H13Rik",6.52733348537616e-99,-33.142365901951,0.041,0.176,1.82752282923562e-94
"Arhgef26",7.30274724616379e-99,-3.89544777820221,0.17,0.351,2.04462317398094e-94
"Cdc5l",7.36603874027434e-99,-1.45458216542894,0.207,0.388,2.06234352650201e-94
"Galnt1",8.56135105821072e-99,-1.20475991471283,0.195,0.38,2.39700706927784e-94
"Irf6",9.91676361599563e-99,-0.803208269872301,0.047,0.18,2.77649547720646e-94
